,set_num,name,year,theme_id,num_parts
9638,852115,Vader's TIE Fighter Key Chain,2007,503,0
9639,852132-1,Castle Tic Tac Toe,2007,502,86
9640,852146-1,Professor Henry Jones Key Chain,2008,503,0
9641,852194-1,Dwarf Key Chain,2008,503,0
9642,8522-1,Spark,2000,20,35
9643,852227-1,Pirate Playing Cards,2009,501,0
9644,852231-1,"Coin Bank, Castle with Drawbridge",2008,501,96
9645,852271-1,Battle Pack Knights,2008,193,35
9646,852272-1,Battle Pack Skeletons,2008,193,43
9647,852273-1,Pink Brick Key Chain,2008,503,1
9648,852293-1,Fantasy Era Castle Giant Chess Set,2008,502,2455
9649,8523-1,Blaster / Blaster Slizer,2000,20,89
9650,852331-1,Vintage Minifigure Collection Vol. 1,2008,535,21
9651,852333-1,Keychain Name Programme,2008,503,0
9652,852347-1,Shock Trooper Key Chain,2008,503,0
9653,852351-1,Obi-Wan Key Chain,2008,503,0
9654,852354-1,Asajj Ventress Key Chain,2008,503,0
9655,852445-1,Gold Brick Key Chain,2008,503,0
9656,852535-1,Vintage Minifigure Collection Vol. 2,2009,535,22
9657,852548-1,CW R7-A7 Key Chain,2009,503,0
9658,852549-1,CW Count Dooku Key Chain,2009,503,0
9659,852550-1,CW Yoda Key Chain,2009,501,0
9660,852551-1,Magnet Set Darth Maul 2009,2009,501,24
9661,852552-1,Magnet Set Royal Guard 2009,2009,501,18
9662,852553-1,Magnet Set Stormtrooper 2009,2009,501,18
9663,852554-1,Star Wars Magnet Set,2008,501,21
9664,852555-1,Magnet Set CW Yoda 2009,2009,501,22
9665,852697-1,Vintage Minifigure Collection Vol. 3,2009,535,22
9666,852701-1,Battle Pack Troll Warriors,2009,193,36
9667,852702-1,Battle Pack Dwarfs,2009,193,45
9668,852708-1,LEGO Minifigure Cake Mould,2009,501,0
9669,8527-1,LEGO Mindstorms NXT,2006,259,578
9670,852715-1,Star Wars Magnet Set,2009,501,19
9671,852737-1,Star Wars 10th Anniversary Stormtrooper Magnet,2009,501,6
9672,852741-1,Build your own Holiday Countdown Candle,2009,227,165
9673,852744-1,"Christmas Tree Ornaments, Build Your Own Holiday Ornaments",2009,228,66
9674,852747-1,Battle Pack Pirates,2009,153,42
9675,852750-1,Pirates Tic Tac Toe,2009,501,86
9676,852753-1,Vintage Minifigure Collection Vol. 4,2009,535,25
9677,852769-1,Vintage Minifigure Collection Vol. 5,2010,535,20
9678,852771-1,Minifigure Ice Cube Tray,2010,501,0
9679,852774-1,Shark Warrior Key Chain,2010,503,0
9680,852777-1,Magnet Set,2010,501,21
9681,852786-1,Rose,2010,206,29
9682,8528-1,Converter Cables for Mindstorms NXT,2006,259,3
9683,852815-1, White Spaceman Key Chain,2010,503,0
9684,852820-1,Minifig Display Box,2010,501,15
9685,852837-1,C-3PO Key Chain,2010,503,0
9686,852838-1,Wicket Key Chain,2010,501,0
9687,852842-1,Biker Scout Key Chain,2010,503,0
9688,852843-1,Star Wars Magnet Set,2010,501,14
9689,852844-1,Star Wars Magnet Set,2010,501,16
9690,852845-1,Star Wars Magnet Set,2010,501,19
9691,852848-1,Woody Key Chain,2010,503,0
9692,852856-1,LEGO Club Max Key Chain,2010,503,0
9693,852858-1,Foldable red shopping bag,2010,501,0
9694,8529-1,Connector Cables for Mindstorms NXT,2006,259,7
9695,852921-1,Battle Pack Lion Knights,2010,196,36
9696,852922-1,Battle Pack Dragon Knights,2010,196,37
9697,852942-1,Prince of Persia Magnet Set,2010,501,23
9698,852948-1,Female Minifigure Magnet Set,2010,501,20
9699,852949-1,Toy Story Magnet Set,2010,501,15
9700,852950-1,Alien Key Chain,2010,503,0
9701,852979-1,Albus Dumbledore Key Chain,2010,503,0
9702,852980-1,Se verus Snape Key Chain,2010,503,0
9703,852981-1,Dobby Key Chain,2010,503,0
9704,852985-1,Duck Key Chain,2010,503,0
9705,852986-1,Crocodile Key Chain,2010,503,0
9706,852987-1,Penguin Key Chain,2010,501,0
9707,852995-1,{Ducks},2010,301,15
9708,852996-1,Lego Club Max,2010,301,4
9709,852997-1,LEGO 2011 US Calendar,2010,501,0
9710,8530-1,Masks,2001,348,3
9711,853037-1,Star Wars Magnet Set,2010,501,20
9715,8531-1,Pohatu,2001,348,49
9718,8531-2,Pohatu - With mini CD-ROM,2001,348,50
9728,8532-1,Onua,2001,348,30
9731,8532-2,Onua - With mini CD-ROM,2001,348,33
9735,8533-1,Gali,2001,348,35
9737,8533-2,Gali - With mini CD-ROM,2001,348,36
9751,8534-1,Tahu,2001,348,33
9752,8534-2,Tahu - With mini CD-ROM,2001,348,34
9776,8535-1,Lewa,2001,348,36
9779,8535-2,Lewa - With mini CD-ROM,2001,348,37
9783,8536-1,Kopaka,2001,348,33
9784,8536-2,Kopaka - With mini CD-ROM,2001,348,34
9787,8537-1,Nui-Rama,2001,343,148
9788,8538-1,Muaka and Kane-ra,2001,343,633
9789,8539-1,Manas,2001,343,456
9790,8540-1,Vakama,2001,356,26
9792,8541-1,Matau,2001,356,25
9793,8542-1,Onewa,2001,356,29
9794,8543-1,Nokama,2001,356,27
9795,8544-1,Nuju,2001,356,29
9796,8545-1,Whenua,2001,356,28
9797,8546-1,Power Pack,2001,346,10
9798,8547-1,Mindstorms NXT 2.0,2009,259,620
9799,8548-1,Nui-Jaga,2001,343,226
9800,8549-1,Tarakava,2001,343,403
9801,8550-1,Gahlok Va,2002,329,26
9803,8551-1,Kohrak Va,2002,329,28
9804,8552-1,Lehvak Va,2002,329,28
9805,8553-1,Pahrak Va,2002,329,27
9806,8554-1,Tahnok Va,2002,329,27
9807,8555-1,Nuhvok Va,2002,329,26
9808,8556-1,Boxor,2002,347,157
9809,8557-1,Exo-Toa,2002,347,378
9810,8558-1,Cahdok and Gahdok,2002,347,636
9811,8559-1,Krana,2002,324,0
9812,8560-1,Pahrak,2002,328,41
9814,8561-1,Nuhvok,2002,328,41
9815,8562-1,Gahlok,2002,328,41
9816,8563-1,Tahnok,2002,328,41
9817,8564-1,Lehvak,2002,328,41
9818,8565-1,Kohrak,2002,328,41
9819,8566-1,Onua Nuva,2002,354,41
9820,8567-1,Lewa Nuva,2002,354,37
9821,8568-1,Pohatu Nuva,2002,354,43
9822,8569-1,Krana,2002,324,0
9823,8570-1,Gali Nuva,2002,354,44
9825,8571-1,Kopaka Nuva,2002,354,42
9826,8572-1,Tahu Nuva,2002,354,36
9827,8573-1,Nuhvok-Kal,2003,330,42
9828,8574-1,Tahnok-Kal,2003,330,42
9829,8575-1,Kohrak-Kal,2003,330,42
9830,8576-1,Lehvak-Kal,2003,330,42
9831,8577-1,Pahrak-Kal,2003,330,42
9832,8578-1,Gahlok-Kal,2003,330,42
9833,8580-1,Kraata,2003,346,3
9835,8581-1,Kopeke,2003,335,25
9836,8582-1,Matoro,2003,335,25
9837,8583-1,Hahli,2003,335,25
9838,8584-1,Hewkii,2003,335,25
9839,8584-2,Hewkii (Kabaya Promotional),2003,335,25
9840,8585-1,Hafu,2003,335,25
9841,8585-2,Hafu (Kabaya Promotional),2003,335,25
9842,8586-1,Macku,2003,335,25
9843,8586-2,Macku (Kabaya Promotional),2003,335,25
9844,8587-1,Panrahk,2003,344,45
9845,8587-2,Panrahk - With Shadow Kraata (Promotional Set),2003,344,45
9846,8587-3,Panrahk - With mini CD-ROM,2003,344,46
9847,8588-1,Kurahk,2003,344,45
9848,8588-2,Kurahk - With Shadow Kraata (Promotional Set),2003,344,45
9849,8588-3,Kurahk - With mini CD-ROM,2003,344,45
9850,8589-1,Lerahk,2003,344,45
9851,8589-2,Lerahk - With Shadow Kraata (Promotional Set),2003,344,45
9852,8589-3,Lerahk - With mini CD-ROM,2003,344,46
9853,8590-1,Guurahk,2003,344,45
9854,8590-2,Guurahk - With Shadow Kraata (Promotional Set),2003,344,45
9855,8590-3,Guurahk - With mini CD-ROM,2003,344,46
9856,8591-1,Vorahk,2003,344,45
9857,8591-2,Vorahk - With Shadow Kraata,2003,344,45
9858,8591-3,Vorahk - With mini CD-ROM,2003,344,45
9859,8592-1,Turahk,2003,344,45
9860,8592-2,Turahk - With Shadow Kraata,2003,344,45
9861,8592-3,Turahk - With mini CD-ROM,2003,344,46
9862,8593-1,Makuta,2003,347,199
9863,8594-1,Jaller and Gukko,2003,347,172
9864,8595-1,Takua and Pewku,2003,347,221
9865,8596-1,Takanuva,2003,347,200
9866,8597-1,Krana Nuva,2002,324,0
9867,8601-1,Toa Vakama,2003,353,48
9868,8601-2,Toa Vakama - 2004 San Diego Comic-Con Exclusive (Does Not Contain Exclusive Disk),2004,353,48
9869,8602-1,Toa Nokama,2004,353,46
9870,8603-1,Toa Whenua,2004,353,49
9871,8604-1,Toa Onewa,2004,353,44
9872,8605-1,Toa Matau,2004,353,46
9873,8606-1,Toa Nuju,2004,353,48
9874,8607-1,Nuhrii,2004,336,27
9875,8608-1,Vhisola,2004,336,27
9876,8609-1,Tehutti,2004,336,27
9877,8610-1,Ahkmou,2004,336,27
9878,8611-1,Orkahm,2004,336,27
9879,8612-1,Ehrye,2004,336,30
9880,8613-1,Kanoka Disk Launcher Pack,2004,346,4
9881,8614-1,Vahki Nuurakh,2004,357,32
9882,8614-2,Vahki Nuurakh Limited Edition with Movie Edition Vahi and Disk Of Time,2004,357,33
9883,8615-1,Vahki Bordakh,2004,357,32
9884,8615-2,Vahki Bordakh Limited Edition with Movie Edition Vahi and Disk Of Time,2004,357,33
9885,8616-1,Vahki Vorzakh,2004,357,32
9886,8616-2,Vahki Vorzakh Limited Edition with Movie Edition Vahi and Disk Of Time,2004,357,33
9887,8617-1,Vahki Zadakh,2004,357,32
9888,8617-2,Vahki Zadakh Limited Edition with Movie Edition Vahi and Disk Of Time,2004,357,33
9889,8618-1,Vahki Rorzakh,2004,357,32
9890,8618-2,Vahki Rorzakh Limited Edition with Movie Edition Vahi and Disk Of Time,2004,357,33
9891,8619-1,Vahki Keerakh,2004,357,32
9892,8619-2,Vahki Keerakh Limited Edition with Movie Edition Vahi and Disk Of Time,2004,357,33
9894,8621-1,Turaga Dume and Nivawk,2004,347,180
9895,8622-1,Nidhiki,2004,347,170
9896,8623-1,Krekka,2004,347,214
9897,8624-1,Race for the Mask of Life,2006,341,507
9898,8625-1,Umbra,2006,347,179
9899,8626-1,Irnakk,2006,347,11
9900,8630-1,Mission 3: Gold Hunt,2008,302,351
9901,8631-1,Mission 1: Jetpack Pursuit,2008,302,87
9902,8632-1,Mission 2: Swamp Raid,2008,302,230
9903,8633-1,Mission 4: Speedboat Rescue,2008,302,339
9904,8634-1,Mission 5: Turbocar Chase,2008,302,496
9905,8635-1,Mission 6: Mobile Command Center,2008,302,1153
9906,8636-1,Mission 7: Deep Sea Quest,2008,302,520
9907,8637-1,Mission 8: Volcano Base,2008,302,714
9911,8641-1,Flame Glider,2005,120,53
9912,8642-1,Monster Crusher,2005,120,42
9913,8643-1,Power Cruiser,2005,120,45
9914,8644-1,Street Maniac,2005,120,35
9915,8645-1,Muscle Slammer Bike,2005,116,126
9916,8646-1,Speed Slammer Bike,2005,116,126
9917,8647-1,Night Racer,2005,116,75
9918,8648-1,Buzz Saw,2005,116,63
9919,8649-1,Nitro Menace,2005,116,621
9920,8650-1,Furious Slammer Racer,2005,116,254
9921,8651-1,Jumping Giant,2005,116,241
9922,8652-1,Enzo Ferrari 1:17,2005,114,477
9923,8653-1,Enzo Ferrari 1:10,2005,114,1357
9924,8654-1,Scuderia Ferrari Truck,2005,114,831
9925,8655-1,RX-Sprinter,2005,120,57
9926,8656-1,F6 Truck,2005,120,46
9927,8657-1,ATR 4,2005,120,38
9928,8658-1,Big Bling Wheelie,2005,120,31
9930,8661-1,Carbon Star,2006,120,43
9931,8662-1,Blue Renegade,2006,120,48
9932,8663-1,Fat Trax,2006,120,41
9933,8664-1,Road Hero,2006,120,54
9934,8665-1,Highway Enforcer {Box},2006,120,52
9935,8666-1,TunerX,2006,120,60
9936,8667-1,Action Wheelie,2006,116,78
9937,8668-1,LEGO Competition Racers: Racers Fly Wheel Side Rider,2006,116,109
9938,8669-1,Fire Spinner 360,2006,116,112
9939,8670-1,Jump Master,2006,116,104
9940,8671-1,Ferrari 430 Spider 1:17,2006,114,559
9941,8672-1,Ferrari Finish Line,2006,114,575
9942,8673-1,Ferrari F1 Fuel Stop,2006,114,188
9943,8674-1,Ferrari F1 Racer 1:8,2006,114,1245
9944,8675-1,Outdoor Challenger,2006,117,98
9945,8676-1,Sunset Cruiser,2006,117,53
9950,8681-1,Tuner Garage,2006,120,654
9951,8682-1,Nitro Intimidator,2006,116,723
9952,8683-0,Minifigure Series 1 [Random Bag],2010,536,0
9953,8683-1,Tribal Hunter - Complete Set,2010,536,8
9954,8683-10,Super Wrestler - Complete Set,2010,536,5
9955,8683-11,Nurse - Complete Set,2010,536,7
9956,8683-12,Ninja - Complete Set,2010,536,6
9957,8683-13,Spaceman - Complete Set,2010,536,8
9958,8683-14,Forestman - Complete Set,2010,536,8
9959,8683-15,Deep Sea Diver - Complete Set,2010,536,9
9960,8683-16,Cowboy - Complete Set,2010,536,7
9961,8683-17,Collectable Minifigures - LEGO Minifigures Series 1 - Complete,2010,536,16
9962,8683-18,Minifigure Series 1 (Box of 60),2010,536,60
9963,8683-2,Cheerleader - Complete Set,2010,536,7
9964,8683-3,Caveman - Complete Set,2010,536,6
9965,8683-4,Circus Clown - Complete Set,2010,536,6
9966,8683-5,Zombie - Complete Set,2010,536,6
9967,8683-6,Skater - Complete Set,2010,536,8
9968,8683-7,Robot - Complete Set,2010,536,5
9969,8683-8,Demolition Dummy - Complete Set,2010,536,6
9970,8683-9,Magician - Complete Set,2010,536,7
9971,8684-0,Minifigure Series 2 [Random Bag],2010,537,0
9972,8684-1,Mariachi / Maraca Man - Complete Set,2010,537,9
9973,8684-10,Weightlifter - Complete Set,2010,537,8
9974,8684-11,Pop Star - Complete Set,2010,537,6
9975,8684-12,Skier - Complete Set,2010,537,9
9976,8684-13,Disco Dude - Complete Set,2010,537,6
9977,8684-14,Karate Master - Complete Set,2010,537,6
9978,8684-15,Surfer - Complete Set,2010,537,6
9979,8684-16,Pharaoh - Complete Set,2010,537,6
9980,8684-17,Collectable Minifigures - LEGO Minifigures Series 2 - Complete,2010,537,16
9981,8684-18,Minifigure Series 2 (Box of 60),2010,537,60
9982,8684-2,Spartan Warrior - Complete Set,2010,537,8
9983,8684-3,Circus Ringmaster - Complete Set,2010,537,6
9984,8684-4,Witch - Complete Set,2010,537,6
9985,8684-5,Vampire - Complete Set,2010,537,7
9986,8684-6,Traffic Cop - Complete Set,2010,537,7
9987,8684-7,Explorer - Complete Set,2010,537,7
9988,8684-8,Lifeguard - Complete Set,2010,537,6
9989,8684-9,Mime - Complete Set,2010,537,7
9990,8685-1,Toa Kopaka,2008,339,53
9991,8686-1,Toa Lewa,2008,339,51
9992,8687-1,Toa Pohatu,2008,339,67
9993,8688-1,Toa Gali,2008,338,60
9994,8689-1,Toa Tahu,2008,338,73
9995,8690-1,Toa Onua,2008,338,62
9996,8691-1,Antroz,2008,339,52
9997,8692-1,Vamprah,2008,339,48
9998,8693-1,Chirox,2008,339,48
9999,8694-1,Krika,2008,338,40
10000,8695-1,Gorast,2008,338,51
10001,8696-1,Bitil,2008,338,54
10002,8697-1,Toa Ignika,2008,359,140
10003,8698-1,Vultraz,2008,359,133
10004,8699-1,Takanuva,2008,359,267
10007,8701-1,King Jayko,2006,198,130
10008,8702-1,Lord Vladek,2006,198,112
10009,8703-1,Sir Kentis,2006,198,42
10010,8704-1,Sir Adric,2006,198,40
10011,8705-1,Dracus,2006,198,38
10012,8706-1,Karzon,2006,198,44
10013,8707-1,Boulder Blaster,2009,439,295
10014,8708-1,Cave Crusher,2009,439,259
10015,8709-1,Underground Mining Station,2009,439,635
10019,8714-1,The LEGO TECHNIC Team / Team,1993,19,9
10020,8715-1,Ultimate Creatures Accessory Set,2005,346,401
10021,8719-1,Zamor Spheres,2006,346,10
10022,8720-1,Power Pack,1991,19,57
10024,8721-1,Velika,2006,337,21
10025,8722-1,Kazi,2006,337,25
10026,8723-1,Piruk,2006,337,27
10027,8724-1,Garan,2006,337,21
10028,8725-1,Balta,2006,337,22
10029,8726-1,Dalu,2006,337,25
10030,8727-1,Inika Toa Jaller,2006,351,46
10031,8728-1,Inika Toa Hahli,2006,351,46
10032,8729-1,Inika Toa Nuparu,2006,351,55
10033,8730-1,Inika Toa Hewkii,2006,351,62
10034,8731-1,Inika Toa Kongu,2006,351,46
10035,8732-1,Inika Toa Matoro,2006,351,47
10036,8733-1,Axonn,2006,347,196
10037,8734-1,Brutaka,2006,347,191
10038,8735-1,Power Pack Motor Set,1998,19,60
10039,8736-1,Toa Hordika Vakama,2005,350,48
10040,8737-1,Toa Hordika Nokama,2005,350,48
10041,8738-1,Toa Hordika Whenua,2005,350,48
10042,8739-1,Toa Hordika Onewa,2005,350,48
10043,8740-1,Toa Hordika Matau,2005,350,48
10045,8741-1,Toa Hordika Nuju,2005,350,48
10046,8742-1,Visorak Vohtarak,2005,358,48
10047,8743-1,Visorak Boggarak,2005,358,48
10048,8744-1,Visorak Oohnorak,2005,358,48
10049,8745-1,Visorak Roporak,2005,358,48
10050,8746-1,Visorak Keelerak,2005,358,48
10051,8747-1,Visorak Suukorak,2005,358,48
10052,8748-1,Rhotuka Spinners,2005,346,5
10054,8755-1,Keetongu,2005,347,203
10055,8756-1,Sidorak,2005,347,211
10056,8757-1,Visorak Battle Ram,2005,341,190
10057,8758-1,Tower of Toa,2005,341,407
10058,8759-1,Battle of Metru Nui,2005,341,871
10060,8761-1,Roodaka,2005,347,233
10061,8762-1,Toa Iruini,2005,349,53
10062,8763-1,Toa Norik,2005,349,55
10063,8764-1,Vezon & Fenrakk,2006,347,281
10064,8769-1,Visorak's Gate,2005,341,330
10065,8770-1,Danju (European version without Cards),2004,198,42
10067,8771-1,Jayko (European version without Cards),2004,198,45
10068,8772-1,Rascus (European version without Cards),2004,198,46
10069,8773-1,Santis (European version without Cards),2004,198,46
10070,8774-1,Vladek (European version without Cards),2004,198,48
10071,8777-1,Vladek Encounter,2004,198,42
10072,8778-1,Border Ambush,2004,198,177
10073,8779-1,The Grand Tournament,2004,198,321
10074,8780-1,Citadel of Orlan,2004,198,443
10076,8781-1,Castle of Morcia,2004,198,658
10077,8782-1,Danju (USA version with 3 Cards),2004,198,45
10078,8782-2,"Danju (USA version with 6 Cards, Target Promo)",2004,198,48
10079,8783-1,Jayko (USA version with 3 Cards),2004,198,48
10080,8783-2,"Jayko (USA version with 6 Cards, Target Promo)",2004,198,51
10081,8784-1,Rascus (USA version with 3 Cards),2004,198,49
10082,8784-2,"Rascus (USA version with 6 Cards, Target Promo)",2004,198,52
10083,8785-1,Santis (USA version with 3 Cards),2004,198,49
10084,8785-2,"Santis (USA version with 6 Cards, Target Promo)",2004,198,52
10085,8785452-1,MUJI Transparent Set,2010,301,0
10086,8785476-1,MUJI Sea Set,2010,301,91
10087,8785483-1,MUJI Circus Set,2010,301,91
10088,8785490-1,MUJI Animals Set,2010,301,0
10089,8785506-1,MUJI Colour Paper Pad and Perforation Grid,2010,301,0
10090,8786-1,Vladek (USA version with 3 Cards),2004,198,51
10091,8786-2,"Vladek (USA version with 6 Cards, Target Promo)",2004,198,54
10092,8790-1,"King Mathias (Series 1) Limited Edition with Map and Cape, European",2004,198,41
10094,8791-1,Sir Danju,2005,198,42
10095,8792-1,Sir Jayko,2005,198,42
10096,8793-1,Sir Rascus,2005,198,44
10097,8794-1,Sir Santis,2005,198,44
10098,8795-1,Lord Vladek,2005,198,44
10099,8796-1,King Mathias (Series 2),2005,198,43
10100,8799-1,Knights' Castle Wall,2004,198,178
10102,880001-1,Competition Racers with Stopwatch,1998,3,2
10103,880002-1,World Cup German Starter Set,1998,462,7
10104,880002-2,World Cup Dutch Starter Set,1998,462,7
10105,880002-3,World Cup UK Starter Set,1998,462,7
10106,8800-1,Vladek's Siege Engine,2004,198,192
10107,880010-1,Exclusive Roboriders Pack,2001,16,2
10108,880011-1,Exclusive Roboriders Pack,2001,16,2
10109,880012-1,Exclusive Roboriders Pack,2001,16,2
10114,8801-1,Knights' Attack Barge,2005,198,165
10115,8802-1,Dark Fortress Landing,2005,198,144
10173,8808-1,F1 Racer,1994,12,93
10174,8809-1,"King Mathias (Series 1) Limited Edition with Map and Cape, US",2004,198,44
10175,8810-1,Cafe Racer,1991,13,80
10176,8811-1,Toa Lhikan & Kikanalo,2004,347,217
10177,8812-1,Aero Hawk II,1994,6,148
10178,8813-1,Battle at the Pass,2006,198,377
10179,8815-1,Speedway Bandit,1991,12,78
10180,8816-1,Off-Road Rambler,1994,11,185
10181,8818-1,Baja Blaster,1993,11,119
10182,8820-1,Mountain Rambler,1991,11,139
10183,8821-1,Rogue Knight Battleship,2006,198,153
10184,8822-1,Gargoyle Bridge,2006,198,234
10185,8823-1,Mistlands Tower,2006,198,437
10186,8824-1,Hovercraft,1994,10,192
10187,8825-1,Night Chopper,1991,6,113
10188,8826-1,ATX Sport Cycle,1993,13,95
10208,8828-1,Front End Loader,1993,7,175
10209,8829-1,Dune Blaster,1994,11,277
10210,8830-1,Rally 6-wheeler,1990,12,169
10251,8836-1,Sky Ranger,1993,6,273
10252,8837-1,Pneumatic Excavator,1992,7,257
10253,8838-1,Shock Cycle,1991,13,248
10254,8839-1,Supply Ship,1992,10,531
10255,8840-1,Rally Shock n' Roll Racer,1991,12,229
10265,8850-1,Rally Support Truck,1990,12,360
10272,8856-1,Whirlwind Rescue,1991,6,516
10273,8857-1,Street Chopper / Trike,1993,13,377
10275,8858-1,Rebel Wrecker,1994,11,452
10281,8863-1,Blizzard's Peak,2010,123,502
10282,8864-1,Desert of Destruction,2010,123,964
10284,8866-1,Train Motor (RC),2009,245,7
10285,8867-1,Flexible Train Track,2009,245,64
10286,8868-1,Airtech Claw Rig,1992,7,979
10287,8869-1,Power Functions Control Switch,2009,438,1
10288,8870-1,Power Functions Light,2009,438,1
10289,8871-1,Power Functions Extension Wire 50cm,2009,438,1
10290,8872-1,Forklift Transporter,1993,7,763
10291,8873-1,Fireball Catapult,2005,198,45
10292,8874-1,Battle Wagon,2005,198,126
10293,8875-1,King's Siege Tower,2005,198,131
10294,8876-1,Scorpion Prison Cave,2005,198,279
10295,8877-1,Vladek's Dark Fortress,2005,198,987
10296,8878-1,Rechargeable Battery Box,2009,438,1
10297,8879-1,IR Speed Remote Control,2009,438,1
10298,8880-1,Super Car,1994,15,1345
10299,8881-1,Power Functions Battery Box,2008,438,1
10300,8882-1,Power Functions XL-Motor,2008,438,1
10301,8883-1,Power Functions M-Motor,2008,438,1
10302,8884-1,Power Functions IR Receiver,2008,438,1
10303,8885-1,Power Functions IR Remote Control,2008,438,1
10304,8886-1,Power Functions Extension Wire,2008,438,1
10305,8887-1,Power Functions Transformer 10VDC,2009,438,1
10310,8891-1,"Idea Book 8891, Technic",1991,498,1
10311,8892-1,Piraka Outpost,2006,341,211
10312,8893-1,Lava Chamber Gate,2006,341,375
10313,8894-1,Piraka Stronghold,2006,341,649
10314,8896-1,Snake Canyon,2010,123,56
10315,8897-1,Jagged Jaws Reef,2010,123,190
10316,8898-1,Wreckage Road,2010,123,267
10317,8899-1,Gator Swamp,2010,123,329
10318,8900-1,Reidak,2006,340,41
10320,8901-1,Hakann,2006,340,42
10322,8902-1,Vezok,2006,340,41
10323,8903-1,Zaktan,2006,340,42
10324,8904-1,Avak,2006,340,41
10325,8905-1,Thok,2006,340,42
10326,8907-1,Rock Hacker,2009,439,29
10327,8908-1,Monster Launcher,2009,439,15
10340,8910-1,Toa Mahri Kongu,2007,352,63
10342,8911-1,Toa Mahri Jaller,2007,352,67
10343,8912-1,Toa Mahri Hewkii,2007,352,61
10344,8913-1,Toa Mahri Nuparu,2007,352,58
10345,8914-1,Toa Mahri Hahli,2007,352,58
10351,8915-1,Toa Mahri Matoro,2007,352,62
10352,8916-1,Takadox,2007,326,62
10356,8917-1,Kalmah,2007,326,53
10357,8918-1,Carapar,2007,326,50
10358,8919-1,Mantax,2007,326,58
10359,8920-1,Ehlek,2007,326,54
10360,8921-1,Pridak,2007,326,47
10361,8922-1,Gadunka,2007,359,176
10362,8923-1,Hydraxon,2007,359,165
10363,8924-1,Maxilos and Spinax,2007,359,256
10364,8925-1,Barraki Deepsea Patrol,2007,341,200
10365,8926-1,Toa Undersea Attack,2007,341,357
10366,8927-1,Toa Terrain Crawler,2007,341,603
10367,8929-1,Defilak,2007,334,37
10368,8930-1,Dekar,2007,334,37
10369,8931-1,Thulox,2007,334,39
10370,8932-1,Morak,2007,334,40
10371,8934-1,Squid Ammo,2007,346,7
10372,8935-1,Nocturn,2007,359,114
10373,8939-1,Lesovikk,2007,359,149
10374,8940-1,Karzahni,2007,359,373
10376,8941-1,Rockoh T3,2008,327,388
10377,8942-1,Jetrax T6,2008,327,420
10378,8942-2,Jetrax T6 Limited Edition,2008,327,420
10379,8943-1,Axalara T9,2008,327,694
10380,8944-1,Tanma,2008,333,14
10381,8945-1,Solek,2008,333,14
10382,8946-1,Photok,2008,333,14
10383,8947-1,Radiak,2008,333,16
10384,8948-1,Gavla,2008,333,14
10385,8949-1,Kirop,2008,333,14
10387,8952-1,Mutran & Vican,2008,359,90
10388,8953-1,Makuta Icarax,2008,359,159
10389,8954-1,Mazeka,2008,359,301
10390,8956-1,Stone Chopper,2009,439,33
10391,8957-1,Mine Mech,2009,439,69
10392,8958-1,Granite Grinder,2009,439,96
10393,8959-1,Claw Digger,2009,439,199
10394,8960-1,Thunder Driller,2009,439,237
10395,8961-1,Crystal Sweeper,2009,439,479
10396,8962-1,Crystal King,2009,439,169
10397,8963-1,Rock Wrecker,2009,439,224
10398,8964-1,Titanium Command Rig,2009,439,708
10399,8967-1,Gold Tooth's Getaway,2009,302,67
10400,8968-1,River Heist,2009,302,202
10401,8969-1,4-Wheeling Pursuit,2009,302,318
10402,8970-1,Robo Attack,2009,302,412
10404,8971-1,Aerial Defense Unit,2009,302,698
10405,8972-1,Atakus,2009,325,13
10406,8973-1,Raanu,2009,325,14
10407,8974-1,Tarduk,2009,325,17
10408,8975-1,Berix,2009,325,15
10409,8976-1,Metus,2009,325,14
10410,8977-1,Zesk,2009,325,16
10411,8978-1,Skrall,2009,331,50
10412,8979-1,Malum,2009,331,59
10413,8980-1,Gresh,2009,331,55
10414,8981-1,Tarix,2009,331,57
10415,8982-1,Strakk,2009,331,46
10416,8983-1,Vorox,2009,331,51
10417,8984-1,Stronius,2009,332,55
10418,8985-1,Ackar,2009,332,55
10419,8986-1,Vastus,2009,332,52
10420,8987-1,Kiina,2009,332,43
10421,8988-1,Gelu,2009,332,52
10422,8989-1,Mata Nui,2009,332,52
10423,8990-1,Fero and Skirmix,2009,359,148
10424,8991-1,Tuma,2009,359,187
10425,8992-1,Cendox V1,2009,327,151
10426,8993-1,Kaxium V3,2009,327,251
10427,8994-1,Baranus V7,2009,327,263
10428,8995-1,Thornatus V9,2009,327,438
10429,8996-1,Skopio XV-1,2009,327,848
10430,8998-1,Toa Mata Nui,2009,359,366
10432,9001-2,Medium Blue Storage Bin (16.5in x 12in x 6in),2007,528,1
10438,9020-1,LEGO Soft Starter Set,1998,526,84
10440,9021-1,Medium set of Soft Bricks,1999,526,52
10441,9022-1,Extra Soft Bricks,1999,526,32
10442,9023-1,Soft Brick Activity Set,2000,526,7
10443,9027-1,Duplo Bulk Set,2007,504,144
10446,9089-1,Tubes Experiment Set,2004,507,150
10447,9090-1,XL Duplo Bulk Set,1993,507,564
10448,9091-1,Playhouse Set,2010,504,125
10480,9213-1,Dinosaurs Set,2007,504,95
10481,9217-1,Farm Set,2010,504,150
10485,9222-1,Duplo World People,2007,504,16
10487,9224-1,Duplo Community People,2006,504,21
